Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,19,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Credit card,81.79,1579.24,1
Male,0,Yes,Yes,29,Yes,No,No,Yes,No,One year,No,Electronic check,18.15,536.23,1
Male,1,Yes,No,61,Yes,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer,54.02,3347.76,0
Male,0,Yes,No,70,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,105.5,7371.04,1
Female,1,No,No,24,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,20.79,482.33,0
Female,0,No,Yes,23,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card,18.33,480.49,0
Female,0,No,Yes,10,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,46.69,443.9,1
Female,0,No,Yes,54,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,111.23,5959.17,0
Female,0,Yes,No,41,No,No,No,No,No,Month-to-month,Yes,Mailed check,109.95,4470.54,1
Male,1,Yes,Yes,49,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,70.91,3512.02,0
Male,0,No,No,17,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,74.43,1398.9,1
Male,0,Yes,Yes,56,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Mailed check,51.86,2859.78,0
Male,0,No,No,45,Yes,DSL,No,No,No,Two year,No,Bank transfer,42.86,1960.96,0
Female,0,Yes,No,30,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,101.15,3042.19,1
Male,0,Yes,No,44,Yes,Fiber optic,No,No,No,Two year,No,Bank transfer,28.84,1325.37,0
Female,1,No,Yes,55,Yes,No,No,Yes,No,Two year,Yes,Credit card,67.71,3755.87,0
Male,0,Yes,No,19,Yes,Fiber optic,No,No,No,One year,Yes,Bank transfer,82.71,1631.0,0
Female,0,No,Yes,29,Yes,No,No,Yes,No,One year,No,Credit card,28.58,843.43,0
Female,0,No,No,2,Yes,DSL,No,No,Yes,Two year,No,Credit card,71.0,100.26,0
Male,0,No,No,36,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.91,2734.76,0
Male,0,No,Yes,19,Yes,No,No,Yes,Yes,Two year,No,Bank transfer,93.73,1791.47,0
Male,0,No,No,7,Yes,No,No,No,No,One year,Yes,Bank transfer,41.95,317.0,0
Male,1,No,No,26,Yes,DSL,No,Yes,Yes,One year,No,Bank transfer,47.92,1226.71,0
Female,0,Yes,Yes,38,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,76.09,2992.17,0
Male,0,Yes,No,3,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card,118.28,401.9,0
Male,0,No,Yes,66,No,Fiber optic,No,No,No,One year,Yes,Credit card,40.18,2547.68,0
Female,1,Yes,No,71,Yes,Fiber optic,No,No,No,One year,Yes,Credit card,118.56,8411.61,1
Male,0,Yes,No,43,Yes,No,No,No,Yes,One year,No,Electronic check,90.86,3855.49,0
Male,0,Yes,Yes,62,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,102.26,6435.43,0
Male,0,No,No,71,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,27.14,1815.97,1
Male,0,No,No,24,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,48.64,1188.3,1
Male,0,Yes,No,39,Yes,No,No,No,No,Month-to-month,Yes,Credit card,23.89,937.88,0
Female,0,No,No,68,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.9,3841.9,1
Male,0,No,No,44,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,118.09,5212.1,0
Male,0,No,No,5,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer,28.74,247.17,0
Male,1,No,No,55,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,75.36,4190.7,1
Male,1,No,No,30,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,18.62,466.7,0
Male,0,Yes,No,29,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,90.69,2700.22,0
Female,0,No,No,26,Yes,DSL,No,No,No,One year,Yes,Electronic check,38.11,1001.02,0
Male,0,Yes,No,26,Yes,DSL,No,No,No,One year,No,Bank transfer,31.22,882.02,0
Female,0,No,No,37,No,DSL,Yes,Yes,No,Month-to-month,No,Mailed check,52.38,1922.21,0
Female,0,No,No,53,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Credit card,96.65,5069.33,0
Male,0,Yes,No,30,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,28.87,803.53,0
Male,0,Yes,No,3,Yes,DSL,No,No,Yes,Two year,No,Credit card,41.44,177.39,0
Male,0,No,No,43,Yes,DSL,Yes,No,No,One year,No,Credit card,18.86,850.84,0
Male,0,Yes,No,7,Yes,Fiber optic,Yes,No,No,One year,No,Electronic check,116.78,787.86,1
Female,0,No,Yes,49,Yes,Fiber optic,No,No,No,Two year,Yes,Credit card,78.4,3708.1,0
Male,0,Yes,No,41,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer,91.43,3803.61,1
Male,0,Yes,No,54,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,84.44,4457.88,0
Male,0,No,No,69,Yes,DSL,No,No,No,One year,No,Electronic check,32.73,2367.07,0
Male,0,No,Yes,27,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,78.68,2052.09,1
Male,0,No,Yes,8,Yes,DSL,No,Yes,Yes,Month-to-month,No,Credit card,31.4,251.9,0
Male,0,Yes,No,32,Yes,DSL,No,No,No,One year,No,Electronic check,58.93,1897.26,0
Female,0,No,No,64,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer,76.03,4884.16,1
Female,0,No,Yes,10,Yes,No,Yes,No,No,One year,Yes,Bank transfer,75.01,766.31,0
Male,1,No,No,13,Yes,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,30.15,398.47,0
Male,1,No,No,63,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,21.51,1333.43,0
Male,1,No,Yes,35,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer,99.42,3468.53,1
Female,0,Yes,No,61,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,92.04,5581.85,0
Male,0,Yes,No,54,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,26.35,1428.69,0
Female,1,No,No,8,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card,31.0,160.31,0
Male,0,Yes,No,29,No,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,109.04,3177.93,1
Male,0,No,No,41,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer,96.45,3949.52,0
Male,0,Yes,No,30,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,119.61,3630.37,1
Male,0,No,No,21,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,43.91,906.93,1
Female,1,No,Yes,11,Yes,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,67.76,775.47,1
Female,0,Yes,Yes,2,Yes,DSL,Yes,Yes,No,One year,No,Bank transfer,42.12,111.84,0
Male,0,Yes,No,50,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,81.53,4069.55,1
Male,0,Yes,No,41,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer,29.77,1238.21,0
Female,0,No,Yes,66,Yes,DSL,No,No,No,One year,No,Mailed check,30.98,1977.55,0
Female,0,No,No,3,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,25.33,143.07,0
Female,0,Yes,Yes,51,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,88.75,4498.97,0
Female,0,No,No,68,No,No,No,No,Yes,Two year,Yes,Mailed check,68.4,4642.28,0
Male,1,Yes,No,25,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,81.01,1972.61,0
Female,0,Yes,No,30,Yes,No,No,No,No,Month-to-month,No,Electronic check,107.69,3192.29,1
Male,0,No,No,11,Yes,DSL,No,No,Yes,Two year,No,Bank transfer,93.51,1110.79,0
Female,0,Yes,Yes,17,Yes,No,No,No,No,Two year,Yes,Mailed check,65.1,1113.59,0
Female,0,Yes,No,26,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,118.4,3063.56,0
Female,0,Yes,Yes,23,Yes,DSL,Yes,No,No,Month-to-month,No,Credit card,64.54,1469.3,0
Female,0,Yes,No,56,Yes,DSL,Yes,Yes,No,One year,Yes,Bank transfer,29.47,1650.42,0
Female,0,Yes,Yes,52,Yes,No,Yes,No,No,One year,Yes,Electronic check,119.25,6237.12,0
Male,0,Yes,No,48,Yes,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,20.33,985.53,0
Male,1,No,No,20,Yes,No,Yes,No,No,One year,Yes,Electronic check,74.09,1492.56,0
Female,0,Yes,No,2,Yes,DSL,Yes,Yes,Yes,Two year,Yes,Electronic check,49.53,52.9,1
Female,0,No,No,31,No,DSL,Yes,No,Yes,Month-to-month,No,Electronic check,69.36,2135.47,1
Male,0,Yes,No,27,Yes,Fiber optic,No,No,No,Two year,Yes,Mailed check,74.99,2032.56,0
Female,0,Yes,Yes,2,Yes,DSL,No,No,No,Two year,Yes,Bank transfer,42.49,83.42,0
Female,0,No,Yes,4,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,74.8,278.41,1
Male,1,No,No,13,Yes,Fiber optic,No,No,No,One year,No,Mailed check,95.12,1211.18,1
Female,1,Yes,Yes,35,Yes,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer,45.18,1603.08,0
Female,0,No,Yes,66,Yes,DSL,No,Yes,Yes,One year,No,Bank transfer,57.11,3792.27,0
Male,1,No,No,6,Yes,Fiber optic,No,No,No,Two year,No,Bank transfer,45.36,321.63,1
Male,0,No,No,31,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card,101.7,3162.49,0
Male,0,No,No,10,Yes,No,No,No,No,One year,Yes,Credit card,91.95,815.69,0
Female,0,Yes,No,21,Yes,Fiber optic,No,Yes,No,Two year,Yes,Bank transfer,106.86,2361.97,0
Male,1,Yes,No,23,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,35.35,812.61,0
Male,0,No,Yes,3,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card,25.51,56.03,1
Male,0,Yes,No,32,No,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,30.18,962.85,0
Male,0,No,No,20,Yes,DSL,Yes,Yes,Yes,One year,No,Mailed check,34.42,668.6,0
Male,0,Yes,No,29,Yes,DSL,Yes,No,No,Two year,No,Credit card,72.37,2057.79,1
Male,0,Yes,Yes,52,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,117.03,6116.29,0
Female,1,No,No,46,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,54.44,2496.81,0
Female,0,Yes,Yes,34,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,115.77,3931.71,0
Male,0,No,Yes,61,Yes,DSL,Yes,Yes,No,Month-to-month,No,Credit card,21.9,1210.76,0
Male,1,No,Yes,71,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,112.54,7979.02,1
Male,0,No,No,70,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,36.48,2499.77,1
Female,1,No,No,11,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,111.07,1195.65,0
Female,0,No,No,63,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,23.74,1507.43,1
Female,0,No,No,21,Yes,DSL,No,Yes,No,Two year,No,Credit card,114.72,2378.44,0
Female,0,No,No,3,Yes,DSL,No,No,Yes,One year,No,Electronic check,38.48,91.66,0
Female,1,Yes,Yes,10,Yes,Fiber optic,No,No,Yes,One year,No,Mailed check,48.88,493.63,0
Female,0,Yes,Yes,27,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,68.08,1812.83,0
Female,0,Yes,No,12,Yes,No,No,No,No,Two year,Yes,Bank transfer,56.83,629.19,0
Female,0,Yes,No,7,Yes,Fiber optic,Yes,No,Yes,One year,No,Credit card,86.09,516.55,0
Female,0,No,No,17,Yes,No,No,No,No,Two year,No,Credit card,117.43,2013.14,0
Male,0,No,Yes,65,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,79.86,5165.07,1
Male,0,No,Yes,64,Yes,No,No,Yes,No,Month-to-month,No,Credit card,91.59,5778.48,0
Male,1,Yes,Yes,26,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,26.98,763.76,0
Male,0,No,No,15,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.04,1247.5,0
Female,0,Yes,No,33,Yes,DSL,No,No,No,One year,Yes,Mailed check,64.29,2062.17,1
Female,0,No,No,62,Yes,DSL,Yes,Yes,Yes,Two year,No,Mailed check,108.35,6682.47,0
Male,1,No,No,47,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,57.6,2759.52,0
Female,0,Yes,No,35,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,87.3,3046.73,0
Male,0,Yes,No,65,Yes,No,No,No,No,One year,Yes,Credit card,41.27,2661.63,0
Female,0,Yes,Yes,25,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,44.46,1149.03,0
Male,0,No,No,57,Yes,DSL,No,No,No,One year,No,Bank transfer,56.36,3204.13,0
Female,0,No,No,32,Yes,Fiber optic,No,No,Yes,One year,No,Bank transfer,49.01,1629.8,0
Female,0,No,Yes,63,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.9,2745.06,0
Male,0,Yes,No,12,No,DSL,No,Yes,No,Two year,No,Mailed check,23.07,248.32,0
Female,0,Yes,No,63,No,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,103.35,6511.88,1
Male,0,No,No,1,Yes,Fiber optic,No,No,No,Two year,No,Credit card,24.56,72.79,0
Male,0,No,No,51,Yes,DSL,No,No,No,One year,No,Mailed check,108.51,5546.49,0
Male,0,Yes,No,70,Yes,No,Yes,No,Yes,Two year,No,Mailed check,30.8,2161.18,0
Male,0,Yes,No,8,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,24.66,156.91,1
Female,0,No,Yes,68,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.43,5081.52,1
Female,0,Yes,Yes,5,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,69.25,394.54,0
Female,0,Yes,Yes,39,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.11,2709.83,1
Male,0,Yes,Yes,23,Yes,DSL,Yes,No,No,Two year,Yes,Electronic check,76.6,1813.73,0
Female,0,No,No,68,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,47.28,3254.59,0
Male,0,No,No,52,Yes,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,85.62,4474.57,0
Female,0,No,Yes,4,No,DSL,Yes,No,Yes,Month-to-month,No,Mailed check,69.25,298.56,0
Female,0,No,No,47,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,52.14,2457.26,1
Female,0,No,Yes,21,Yes,Fiber optic,No,No,No,Two year,No,Bank transfer,102.3,2176.4,0
Male,0,Yes,No,56,Yes,DSL,Yes,No,No,Month-to-month,No,Credit card,92.23,5162.8,0
Female,0,No,Yes,66,Yes,DSL,Yes,No,No,One year,Yes,Credit card,58.15,3865.86,0
Female,1,Yes,No,59,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,104.46,6209.02,0
Male,0,No,Yes,7,Yes,No,Yes,No,Yes,Two year,No,Electronic check,111.87,720.2,1
Female,1,Yes,No,49,Yes,DSL,Yes,No,Yes,One year,No,Credit card,72.76,3620.06,0
Male,0,Yes,No,16,Yes,DSL,No,No,No,One year,Yes,Bank transfer,39.93,635.99,0
Female,0,Yes,No,17,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,111.41,1966.88,0
Male,0,Yes,Yes,34,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer,37.33,1332.74,0
Male,0,Yes,Yes,33,Yes,No,No,No,No,Two year,Yes,Mailed check,22.94,705.48,0
Female,0,Yes,Yes,26,Yes,DSL,No,Yes,No,Two year,Yes,Mailed check,51.4,1336.43,0
Male,0,No,No,66,Yes,No,No,No,No,Month-to-month,No,Electronic check,92.15,5988.61,0
Male,0,Yes,Yes,63,No,DSL,No,No,No,Month-to-month,No,Electronic check,112.17,7047.41,0
Male,1,No,No,41,Yes,No,No,No,No,Month-to-month,No,Mailed check,83.0,3420.79,0
Male,0,No,No,58,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card,115.09,6717.57,0
Male,0,No,No,10,Yes,Fiber optic,Yes,Yes,No,One year,No,Credit card,27.42,277.66,0
Male,0,No,No,15,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,24.2,385.14,0
Female,0,No,Yes,42,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card,79.63,3309.34,1
Male,0,Yes,Yes,57,Yes,Fiber optic,No,Yes,No,One year,No,Mailed check,116.54,6641.83,0
Male,0,Yes,No,17,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,69.28,1148.25,0
Female,0,Yes,No,60,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,23.25,1409.13,0
Female,0,No,Yes,9,Yes,Fiber optic,No,No,Yes,Two year,No,Bank transfer,40.56,434.53,0
Female,0,No,Yes,36,Yes,No,No,Yes,No,Month-to-month,No,Credit card,42.97,1544.07,0
Female,0,Yes,No,36,Yes,Fiber optic,No,No,No,One year,Yes,Bank transfer,52.46,1820.01,0
Female,0,Yes,Yes,48,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,22.45,1087.41,0
Female,1,No,No,51,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,110.3,5660.57,1
Female,1,Yes,No,70,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer,70.59,4895.4,0
Male,0,No,Yes,68,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.43,5939.33,0
Male,0,No,Yes,22,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,24.85,516.88,0
Female,0,No,Yes,6,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,23.52,103.11,0
Male,0,No,No,26,Yes,Fiber optic,Yes,No,No,Two year,Yes,Mailed check,77.82,1934.29,0
Male,1,No,No,3,Yes,DSL,No,No,No,One year,No,Bank transfer,108.5,338.94,0
Male,0,No,No,52,Yes,No,Yes,No,No,Two year,Yes,Electronic check,71.91,3830.12,0
Female,0,No,No,60,Yes,DSL,No,No,Yes,One year,No,Credit card,107.54,6470.74,0
Female,0,No,No,63,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer,100.72,6308.65,0
Male,0,Yes,Yes,65,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,25.74,1698.76,0
Female,0,Yes,Yes,52,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,38.6,2047.22,1
Male,1,Yes,No,14,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.09,1249.29,1
Male,0,Yes,Yes,68,Yes,No,Yes,No,No,One year,No,Bank transfer,63.24,4238.57,0
Male,0,No,Yes,28,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,47.65,1411.85,1
Male,1,No,No,71,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer,60.7,4320.37,0
Female,0,Yes,No,10,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,63.41,721.76,1
Female,0,Yes,No,57,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,110.88,6327.94,0
Female,0,No,No,66,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Credit card,28.55,1913.14,0
Male,0,Yes,Yes,50,Yes,DSL,Yes,No,No,Month-to-month,No,Bank transfer,46.53,2279.07,0
Female,1,Yes,No,14,Yes,Fiber optic,No,No,No,One year,Yes,Mailed check,72.83,1068.86,1
Male,0,No,Yes,16,No,DSL,No,Yes,No,Month-to-month,No,Electronic check,89.23,1373.83,0
Female,1,No,No,54,Yes,Fiber optic,No,No,No,One year,No,Electronic check,82.33,4459.26,0
Male,0,Yes,No,43,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,114.05,4882.62,0
Male,1,Yes,Yes,42,Yes,No,No,No,No,Month-to-month,No,Mailed check,99.15,4159.89,0
Male,0,Yes,No,22,Yes,Fiber optic,No,No,No,Two year,No,Credit card,74.82,1700.3,0
Female,0,No,Yes,68,Yes,DSL,Yes,No,No,One year,Yes,Mailed check,39.9,2695.45,0
Female,0,No,No,19,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,63.99,1271.09,1
Female,1,Yes,No,66,Yes,Fiber optic,No,No,No,Two year,Yes,Mailed check,88.72,5835.17,0
Female,0,No,No,39,Yes,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer,103.47,4041.88,1
Male,0,No,No,19,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Bank transfer,115.89,2309.4,0
Female,0,Yes,Yes,16,Yes,Fiber optic,Yes,No,No,One year,No,Mailed check,79.76,1282.25,0
Female,0,No,No,54,Yes,No,No,Yes,No,One year,No,Mailed check,71.75,3870.71,0
Male,1,No,No,25,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer,19.8,502.0,1
Male,0,Yes,Yes,18,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,25.35,439.79,1
Male,0,Yes,No,23,Yes,DSL,No,No,No,Two year,Yes,Credit card,33.92,730.09,0
Female,0,No,No,11,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,23.59,362.45,1
Male,0,No,Yes,39,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.89,2276.39,1
Male,0,No,No,68,Yes,No,No,No,Yes,Month-to-month,No,Credit card,52.36,3484.36,0
Male,0,No,Yes,25,No,DSL,Yes,No,No,Two year,Yes,Electronic check,83.01,2067.48,0
Female,0,No,No,63,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card,72.64,4594.16,0
Male,0,Yes,Yes,30,Yes,DSL,No,No,No,One year,Yes,Mailed check,78.79,2353.31,0
Female,0,No,No,45,No,Fiber optic,No,No,No,One year,Yes,Electronic check,66.14,2973.86,0
Female,0,Yes,No,61,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,46.33,2817.93,0
Male,0,Yes,No,51,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Credit card,115.19,5895.97,0
Male,0,No,No,9,Yes,Fiber optic,No,No,No,Two year,Yes,Electronic check,26.81,282.24,0
Female,0,No,No,2,Yes,No,No,No,No,Month-to-month,Yes,Credit card,113.77,217.92,1
Male,1,Yes,No,5,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,49.75,378.23,1
Male,1,No,Yes,62,Yes,DSL,No,No,No,Two year,Yes,Electronic check,70.29,4410.02,0
Female,0,Yes,No,69,Yes,Fiber optic,No,Yes,No,One year,Yes,Electronic check,29.1,2007.63,0
Female,0,Yes,No,52,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,25.23,1246.04,0
Male,1,Yes,No,5,Yes,No,No,Yes,No,One year,Yes,Credit card,61.81,314.76,1
Female,0,No,No,59,Yes,Fiber optic,No,Yes,No,One year,Yes,Bank transfer,93.65,5566.04,1
Male,0,No,No,68,Yes,Fiber optic,No,Yes,No,One year,No,Bank transfer,45.48,3133.72,0
Male,0,Yes,No,9,Yes,No,No,Yes,No,Two year,No,Bank transfer,75.36,585.61,0
Male,0,No,No,22,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,46.42,1027.01,1
Female,0,Yes,Yes,27,Yes,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,57.64,1532.25,0
Male,0,No,No,10,Yes,No,No,Yes,No,One year,No,Bank transfer,110.46,1179.46,0
Male,1,Yes,No,61,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,105.3,6429.48,1
Male,1,Yes,No,51,Yes,DSL,Yes,Yes,No,One year,Yes,Electronic check,70.63,3487.92,0
Female,0,No,No,10,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,42.29,441.32,1
Female,0,Yes,Yes,6,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Credit card,37.7,128.71,0
Female,0,Yes,No,62,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card,115.32,7172.35,0
Female,0,No,No,5,Yes,No,No,No,No,One year,Yes,Credit card,38.68,322.76,0
Female,0,No,Yes,70,No,Fiber optic,Yes,No,Yes,Two year,No,Electronic check,100.43,7098.12,0
Male,0,Yes,No,63,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.63,3517.63,1
Female,1,Yes,Yes,56,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,118.54,6605.27,0
Female,0,Yes,No,59,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Credit card,55.55,3341.16,1
Female,0,No,Yes,63,Yes,DSL,No,No,Yes,One year,No,Bank transfer,53.85,3424.34,0
Male,1,Yes,No,59,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer,83.02,4884.84,1
Female,0,No,No,51,Yes,Fiber optic,Yes,No,Yes,One year,No,Bank transfer,116.07,5892.63,0
Female,0,No,No,50,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Credit card,117.57,5833.16,1
Male,0,Yes,No,4,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,90.14,379.29,0
Female,0,Yes,No,48,Yes,DSL,Yes,No,No,Two year,Yes,Credit card,94.97,4537.72,0
Male,0,Yes,Yes,32,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,75.47,2423.43,1
Male,0,Yes,Yes,51,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,95.09,4895.98,0
Male,0,No,No,52,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,105.7,5474.31,0
Male,1,Yes,Yes,34,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,67.58,2329.97,0
Male,0,Yes,No,36,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.23,2985.4,0
Female,0,No,No,70,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,72.81,5116.46,0
Male,0,Yes,No,43,Yes,DSL,No,Yes,No,One year,Yes,Mailed check,75.37,3275.89,0
Male,0,No,No,16,Yes,DSL,No,No,No,One year,No,Credit card,108.78,1760.61,0
Female,0,Yes,Yes,59,Yes,DSL,No,No,Yes,One year,Yes,Electronic check,54.27,3202.74,0
Male,0,No,No,53,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,39.23,2121.05,0
Female,0,No,No,19,Yes,Fiber optic,No,No,No,One year,No,Mailed check,64.54,1306.72,0
Female,0,No,No,41,Yes,DSL,No,No,No,One year,No,Mailed check,39.22,1650.77,0
Female,0,No,No,47,Yes,DSL,No,No,Yes,Month-to-month,No,Bank transfer,68.84,3225.8,0
Male,0,Yes,Yes,54,Yes,No,No,No,No,One year,No,Credit card,110.16,5940.27,0
Male,0,Yes,No,55,Yes,Fiber optic,No,No,Yes,Two year,No,Credit card,80.98,4447.4,0
